web-scraper-order,web-scraper-start-url,Article Links,Article Links-href,title,specializations,responsibilites,responsibilites-class,requirements,requirements-class,technologies,technologies-data-test,salary,employment-type,schedule,next
"1743534011-390","https://it.pracuj.pl/praca?its=ai-ml%2Cbig-data-science%2Cbusiness-analytics","","https://www.pracuj.pl/praca/data-architect-warszawa-twarda-18,oferta,1003979392?s=8b66142b&searchId=MTc0MzUzMjc5NDczMi4wNzEz","Data Architect","Architecture, Big Data / Data Science","[{""responsibilites"":""Przeprowadzanie analizy i projektowanie struktury architektury danych"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Przygotowanie danych w sposób umożliwiający ich efektywne wykorzystanie przez inne systemy"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Opracowanie strategii integracji danych z hurtownią danych"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Tworzenie i projektowanie odpowiednich modeli danych"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Doradztwo w zakresie wdrażania najlepszych praktyk zarządzania danymi w aplikacjach"",""responsibilites-class"":""tkzmjn3""}]","","[{""requirements"":""Co najmniej 5-letnie doświadczenie w pracy z architekturą danych"",""requirements-class"":""tkzmjn3""},{""requirements"":""Znajomość SQL Server, w tym modelowania, indeksowania oraz optymalizacji wydajności (statystyki, DMV/DMF, Extended events)"",""requirements-class"":""tkzmjn3""},{""requirements"":""Doświadczenie w pracy z narzędziami ETL, Cloud Storage oraz Informatica Power Center"",""requirements-class"":""tkzmjn3""},{""requirements"":""Znajomość technologii Hadoop i Apache Kafka"",""requirements-class"":""tkzmjn3""},{""requirements"":""Doświadczenie w realizacji projektów migracji danych"",""requirements-class"":""tkzmjn3""},{""requirements"":""Umiejętność analitycznego myślenia i proponowania optymalnych rozwiązań"",""requirements-class"":""tkzmjn3""},{""requirements"":""Znajomość procesów transformacji danych i integracji z hurtownią danych"",""requirements-class"":""tkzmjn3""}]","","[{""technologies"":""Microsoft SQL Server"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""Informatica Power Center"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""Hadoop"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""Apache Kafka"",""technologies-data-test"":""item-technologies-expected""}]","","","starszy specjalista (Senior)","pełny etat",""
"1743534013-391","https://it.pracuj.pl/praca?its=ai-ml%2Cbig-data-science%2Cbusiness-analytics","","https://www.pracuj.pl/praca/senior-mlops-engineer-warszawa,oferta,1003941612?s=8b66142b&searchId=MTc0MzUzMjc5NDczMi4wNzEz","Senior MLOps Engineer","AI/ML, Big Data / Data Science","[{""responsibilites"":""Model Deployment: Efficiently deploy ML models into production environments."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Monitoring and Maintenance: Continuously monitor model performance and set up automated retraining pipelines."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Infrastructure Management: Manage and maintain cloud and on-premises infrastructure for model training and deployment."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Collaboration: Work closely with Data Scientists, Data Engineers, and DevOps teams to integrate models into existing systems."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""CI/CD Pipelines: Build and maintain CI/CD pipelines for seamless model deployment."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Data Management: Create and manage data pipelines, ensuring data is clean and accessible for model training."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Security and Compliance: Ensure deployed models adhere to security best practices and compliance requirements."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Optimization: Optimize model performance and infrastructure for efficiency and cost-effectiveness."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Documentation and Reporting: Document deployment processes, model performance, and provide regular reports."",""responsibilites-class"":""tkzmjn3""}]","","[{""requirements"":""Academic Qualification: Degree in computer science, mathematics, engineering, or a related field."",""requirements-class"":""tkzmjn3""},{""requirements"":""Professional Experience: At least 5 years of experience in a similar position as an MLOps Engineer or DevOps Engineer in the ML environment."",""requirements-class"":""tkzmjn3""},{""requirements"":""Good knowledge of Python and experience with ML Libraries (e.g., TensorFlow, PyTorch, Scikit-Learn)."",""requirements-class"":""tkzmjn3""},{""requirements"":""Experience with Cloud Services (Azure) and infrastructure tools (e.g., Docker, Kubernetes, Terraform)."",""requirements-class"":""tkzmjn3""},{""requirements"":""Knowledge in building and deploying CI/CD Pipelines and version control Systems (Azure DevOps and Git)."",""requirements-class"":""tkzmjn3""},{""requirements"":""Familiarity with MLOps practices and tools (e.g., MLflow)."",""requirements-class"":""tkzmjn3""},{""requirements"":""Experience in Monitoring and Logging ML Models is an Advantage."",""requirements-class"":""tkzmjn3""},{""requirements"":""Ability to make informed decisions about the tech Stack."",""requirements-class"":""tkzmjn3""},{""requirements"":""Knowledge of logistics processes is an advantage to better understand the specific requirements and challenges of the industry."",""requirements-class"":""tkzmjn3""},{""requirements"":""Fluent in English, both written and spoken."",""requirements-class"":""tkzmjn3""},{""requirements"":""Experience with agile working methods and the desire to develop further in an agile team."",""requirements-class"":""tkzmjn3""}]","","[{""technologies"":""Microsoft Azure"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""CI/CD"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""Docker"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""TensorFlow"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""Python"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""Kubernetes"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""PyTorch"",""technologies-data-test"":""item-technologies-expected""}]","","","senior specialist (Senior)","full-time",""
"1743534016-392","https://it.pracuj.pl/praca?its=ai-ml%2Cbig-data-science%2Cbusiness-analytics","","https://www.pracuj.pl/praca/senior-data-scientist-warszawa,oferta,1003941611?s=8b66142b&searchId=MTc0MzUzMjc5NDczMi4wNzEz","Senior Data Scientist","Big Data / Data Science","[{""responsibilites"":""Model Development and Implementation: Develop and optimize machine learning models (e.g., regression, classification, clustering, time series, recommendation systems) or deep learning to improve business and logistics processes."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Data Analysis and Preparation: Analyze complex datasets from various sources (e.g., warehouse management systems, transport management systems) as well as feature engineering and exploratory data analyses to identify optimization potentials."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Evaluation and Testing: Conduct and evaluate A/B tests to validate models, regularly evaluate ML applications."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Product Development: Develop AI products from conception to rollout."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Collaboration and Stakeholder Management: Work closely with various stakeholders and customers to identify and implement use cases."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Best Practices and Mentoring: Promote best practices within the team and mentor junior data scientists."",""responsibilites-class"":""tkzmjn3""}]","","[{""requirements"":""Academic Qualification: Degree in Data Science, Computer Science, Mathematics, Statistics or a related field."",""requirements-class"":""tkzmjn3""},{""requirements"":""Professional Experience: At least 7 years of experience as a data scientist, including 1-2 years in model operationalization (MLOps). Experience in data engineering and software development is a plus."",""requirements-class"":""tkzmjn3""},{""requirements"":""Solid programming skills in Python (e.g., PySpark, Pandas, Scikit-Learn, TensorFlow, PyTorch, etc.) and SQL."",""requirements-class"":""tkzmjn3""},{""requirements"":""Knowledge in data visualization and data preparation (e.g., sampling methods)."",""requirements-class"":""tkzmjn3""},{""requirements"":""Experience with cloud environments (Microsoft Azure, Azure Synapse, and Databricks)."",""requirements-class"":""tkzmjn3""},{""requirements"":""Model implementation: Experience in deploying and optimizing machine learning models in production environments, preferably in Databricks."",""requirements-class"":""tkzmjn3""},{""requirements"":""DevOps skills: Experience in DevOps for machine learning (MLOps)."",""requirements-class"":""tkzmjn3""},{""requirements"":""Software Development Fundamentals: e.g. containerization, versioning/GIT, working with CI/CD pipelines."",""requirements-class"":""tkzmjn3""},{""requirements"":""Tech Stack: Ability to make informed decisions about the tech stack."",""requirements-class"":""tkzmjn3""},{""requirements"":""Deep Learning: Knowledge of neural networks and prompt engineering techniques is an advantage."",""requirements-class"":""tkzmjn3""},{""requirements"":""Logistics Processes: Knowledge of logistics is an advantage to better understand the specific requirements and challenges of the industry."",""requirements-class"":""tkzmjn3""},{""requirements"":""Analytical Skills: Strong analytical thinking and problem-solving skills, with the ability to convey complex technical issues clearly."",""requirements-class"":""tkzmjn3""},{""requirements"":""Communication Skills: Ability to define use cases and present content in an understandable way for non-experts; experience in direct customer contact is an advantage."",""requirements-class"":""tkzmjn3""},{""requirements"":""Teamwork: Experience with agile working methods and the desire to develop further in an agile team."",""requirements-class"":""tkzmjn3""},{""requirements"":""Language Skills: Fluent in English, both written and spoken."",""requirements-class"":""tkzmjn3""}]","","[{""technologies"":""Python"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""Microsoft Azure"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""SQL"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""DevOps tools"",""technologies-data-test"":""item-technologies-expected""}]","","","senior specialist (Senior)","full-time",""
"1743534018-393","https://it.pracuj.pl/praca?its=ai-ml%2Cbig-data-science%2Cbusiness-analytics","","https://www.pracuj.pl/praca/mlodszy-programista-baz-danych-warszawa,oferta,1003997574?s=8b66142b&searchId=MTc0MzUzMjc5NDczMi4wNzEz","Młodszy Programista Baz Danych","Big Data / Data Science","[{""responsibilites"":""Tworzenie zapytań SQL oraz procedur w relacyjnych bazach danych;"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Optymalizacja baz danych i zapytań;"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Wsparcie w projektach związanych z danymi medycznymi."",""responsibilites-class"":""tkzmjn3""}]","","[{""requirements"":""Minimum 1 rok doświadczenia w pracy z relacyjnymi bazami danych (np. PostgreSQL, MySQL, MSSQL, ORACLE);"",""requirements-class"":""tkzmjn3""},{""requirements"":""Minimum 2 lata doświadczenia w programowaniu w jednym z proceduralnych języków (np. PL/SQL, PL/PgSQL);"",""requirements-class"":""tkzmjn3""},{""requirements"":""Znajomość SQL."",""requirements-class"":""tkzmjn3""}]","","[{""technologies"":""PostgreSQL"",""technologies-data-test"":""item-technologies-optional""},{""technologies"":""MySQL"",""technologies-data-test"":""item-technologies-optional""},{""technologies"":""Microsoft SQL Server"",""technologies-data-test"":""item-technologies-optional""},{""technologies"":""Oracle"",""technologies-data-test"":""item-technologies-optional""},{""technologies"":""PL/SQL"",""technologies-data-test"":""item-technologies-optional""},{""technologies"":""PL/PgSQL"",""technologies-data-test"":""item-technologies-optional""},{""technologies"":""SQL"",""technologies-data-test"":""item-technologies-optional""}]","","","młodszy specjalista (Junior)","pełny etat",""
"1743534021-394","https://it.pracuj.pl/praca?its=ai-ml%2Cbig-data-science%2Cbusiness-analytics","","https://www.pracuj.pl/praca/ehc-business-analysis-team-manager-warszawa-inflancka-4a,oferta,1003957859?s=8b66142b&searchId=MTc0MzUzMjc5NDczMi4wNzEz","EHC Business Analysis Team Manager","Business analytics","[{""responsibilites"":""Koordynujesz pracę zespołu analityków. Rekrutujesz i szkolisz nowych pracowników. Wspierasz zespół w ich w codziennych zadaniach, inspirujesz, angażujesz i dbasz o ich rozwój."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Zapewniasz odpowiednią jakości usług, terminowe wykonywanie zadań oraz poprawność produktów dostarczanych przez siebie i przez swój zespół."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Nie stoisz w miejscu – na bieżąco rozwijasz się w obszarze analizy biznesowej i systemowej (doskonalisz techniki, praktyki, poznajesz i wdrażasz nowe narzędzia)."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Doskonalisz swoją ekspertyzę jako analityk biznesowy – aktywnie pracujesz nad projektami lokalnymi i międzynarodowymi."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Zarządzasz potrzebami i wymaganiami biznesowymi. Poprzez rozmowę oraz odpowiednie narzędzia i techniki analityczne zbierasz pomysły biznesowe, badasz potrzeby i wyzwania, z jakimi mierzą się osoby z biznesu."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Prowadzisz warsztaty z zespołami z Polski i z innych rynków oraz z dostawcami zewnętrznymi. Twoim celem jest identyfikacja potrzeb, analiza i proponowanie najlepszych rozwiązań."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Zbierasz wymagania biznesowe. Dbasz o to, żeby były profesjonalnie przygotowane. Obejmuje to również zbieranie wymagań niefunkcjonalnych oraz wymagań dotyczących raportowania."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Tłumaczysz wymagania biznesowe na specyfikacje funkcjonalne i techniczne. Ściśle współpracujesz z zespołami IT (architekci, developerzy i testerzy). Kluczowe dla nas jest to, aby zapewnić zgodność pomiędzy pierwotnymi wymaganiami, a ostatecznym rozwiązaniem."",""responsibilites-class"":""tkzmjn3""}]","","[{""requirements"":""Doskonale znasz język angielski. Jest to dla nas warunek konieczny, ponieważ na co dzień będziesz pracować w zespołach międzynarodowych."",""requirements-class"":""tkzmjn3""},{""requirements"":""Posiadasz doświadczenie w kierowaniu zespołem."",""requirements-class"":""tkzmjn3""},{""requirements"":""Współpraca jest dla Ciebie kluczem do sukcesu. Wiesz, że najlepsze wyniki osiąga się jako zespół."",""requirements-class"":""tkzmjn3""},{""requirements"":""Potrafisz angażować i inspirować innych. Twoje podejście sprawia, że ludzie wokół Ciebie czują się zmotywowani do działania."",""requirements-class"":""tkzmjn3""},{""requirements"":""Doskonale organizujesz zarówno swoją pracę, jak i pracę całego zespołu."",""requirements-class"":""tkzmjn3""},{""requirements"":""Masz przynajmniej 5 lat doświadczenia zawodowego jako analityk biznesowy/systemowy (najlepiej w sektorze finansowym)."",""requirements-class"":""tkzmjn3""},{""requirements"":""Masz doświadczenie w analizowaniu dużych, złożonych zmian biznesowych w dynamicznym środowisku. Ciągle się zmieniamy i udoskonalamy procesy, dlatego szukamy osoby, która będzie w stanie skutecznie reagować na te zmiany."",""requirements-class"":""tkzmjn3""},{""requirements"":""Bardzo dobrze znasz sektor finansowy i/lub branżę IT, najlepiej w sektorze usług finansowych."",""requirements-class"":""tkzmjn3""},{""requirements"":""Masz wykształcenie wyższe (na kierunku biznesowym, informatycznym, ze specjalizacją w analizie systemowej lub biznesowej)."",""requirements-class"":""tkzmjn3""}]","","[]","","","menedżer","pełny etat",""
"1743534023-395","https://it.pracuj.pl/praca?its=ai-ml%2Cbig-data-science%2Cbusiness-analytics","","https://www.pracuj.pl/praca/programista-baz-danych-warszawa,oferta,1003997575?s=8b66142b&searchId=MTc0MzUzMjc5NDczMi4wNzEz","Programista Baz Danych","Big Data / Data Science","[{""responsibilites"":""Projektowanie, optymalizacja i rozwój baz danych;"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Współpraca z zespołami IT w zakresie zarządzania danymi;"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Tworzenie i optymalizacja zapytań SQL i procedur PL/PgSQL."",""responsibilites-class"":""tkzmjn3""}]","","[{""requirements"":""Minimum 3 lata doświadczenia w pracy z relacyjnymi bazami danych (np. PostgreSQL, MySQL, MSSQL, ORACLE);"",""requirements-class"":""tkzmjn3""},{""requirements"":""Minimum 3 lata doświadczenia w pracy z jednym z proceduralnych języków programowania (np. PL/SQL, PL/PgSQL);"",""requirements-class"":""tkzmjn3""},{""requirements"":""Znajomość SQL."",""requirements-class"":""tkzmjn3""}]","","[{""technologies"":""PostgreSQL"",""technologies-data-test"":""item-technologies-optional""},{""technologies"":""MySQL"",""technologies-data-test"":""item-technologies-optional""},{""technologies"":""Microsoft SQL Server"",""technologies-data-test"":""item-technologies-optional""},{""technologies"":""Oracle"",""technologies-data-test"":""item-technologies-optional""},{""technologies"":""PL/SQL"",""technologies-data-test"":""item-technologies-optional""},{""technologies"":""PL/PgSQL"",""technologies-data-test"":""item-technologies-optional""},{""technologies"":""SQL"",""technologies-data-test"":""item-technologies-optional""}]","","","specjalista (Mid / Regular)","pełny etat",""
"1743534025-396","https://it.pracuj.pl/praca?its=ai-ml%2Cbig-data-science%2Cbusiness-analytics","","https://www.pracuj.pl/praca/data-analyst-gdansk-lesny-stok-1,oferta,1003970514?s=8b66142b&searchId=MTc0MzUzMjc5NDczMi4wNzEz","Data Analyst","AI/ML, Backend, Big Data / Data Science, Business analytics, Frontend","[{""responsibilites"":""Analiza i interpretacja danych"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Tworzenie raportów i wizualizacji danych"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Identyfikowanie trendów i wzorców w zbiorach danych"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Współpraca z zespołami biznesowymi w celu określenia potrzeb analitycznych"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Optymalizacja procesów zbierania i przetwarzania danych"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Opracowanie logiki przetwarzania danych"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Weryfikacja poprawności rejestrowanych sygnałów i danych"",""responsibilites-class"":""tkzmjn3""}]","","[{""requirements"":""Zaawansowana znajomość Pythona, ze szczególnym uwzględnieniem Pandas, NumPy, scikit-learn"",""requirements-class"":""tkzmjn3""},{""requirements"":""Znajomość podstaw statystyki i metod uczenia maszynowego"",""requirements-class"":""tkzmjn3""},{""requirements"":""Wykształcenie inżynierskie"",""requirements-class"":""tkzmjn3""},{""requirements"":""Zdolność do rozwiązywania złożonych problemów analitycznych"",""requirements-class"":""tkzmjn3""},{""requirements"":""Umiejętność tworzenia przejrzystych wizualizacji danych i raportów"",""requirements-class"":""tkzmjn3""},{""requirements"":""Minimum 2 lata doświadczenia w analizie danych w środowisku przemysłowym"",""requirements-class"":""tkzmjn3""}]","","[{""technologies"":""Python"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""Pandas"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""Scikit-learn"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""Docker"",""technologies-data-test"":""item-technologies-optional""},{""technologies"":""MySQL"",""technologies-data-test"":""item-technologies-optional""},{""technologies"":""PostgreSQL"",""technologies-data-test"":""item-technologies-optional""},{""technologies"":""MongoDB"",""technologies-data-test"":""item-technologies-optional""},{""technologies"":""Apache Airflow"",""technologies-data-test"":""item-technologies-optional""}]","","7 000–12 000zł","specjalista (Mid / Regular)","pełny etat",""
"1743534028-397","https://it.pracuj.pl/praca?its=ai-ml%2Cbig-data-science%2Cbusiness-analytics","","https://www.pracuj.pl/praca/analityczka-analityk-it-warszawa-chmielna-89,oferta,1003941663?s=8b66142b&searchId=MTc0MzUzMjc5NDczMi4wNzEz","Analityczka / Analityk IT","Business analytics","[{""responsibilites"":""wykonujesz analizę funkcjonalną i systemową,"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""tworzysz/aktualizujesz dokumentację analizy systemowej (modele danych, specyfikacja interfejsów do integracji, przepływy danych, diagramy aktywności, diagramy architektury systemu, inne w zależności od potrzeb projektu),"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""modelujesz rozwiązania uwzględniając aspekty integracji z innymi systemami,"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""współpracujesz z zespołami biznesowymi oraz technologicznymi,"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""współpracujesz z analitykami systemowymi i biznesowymi w celu przygotowania architektury rozwiązania,"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""udzielasz wsparcia analitycznego na etapach projektowania, programowania, testowania oraz podczas wdrożeń nowych lub modyfikowanych systemów informatycznych."",""responsibilites-class"":""tkzmjn3""}]","","[{""requirements"":""masz doświadczenie w projektowaniu procesów biznesowych BPMN,"",""requirements-class"":""tkzmjn3""},{""requirements"":""posiadasz umiejętność modelowania struktury danych,"",""requirements-class"":""tkzmjn3""},{""requirements"":""posiadasz umiejętność modelowania komunikacji pomiędzy systemami,"",""requirements-class"":""tkzmjn3""},{""requirements"":""masz doświadczenie w analizie istniejących i w projektowaniu nowych interfejsów,"",""requirements-class"":""tkzmjn3""},{""requirements"":""posiadasz umiejętności miękkie w zakresie komunikacji, zwłaszcza umiejętność prezentacji informacji na różnym poziomie złożoności,"",""requirements-class"":""tkzmjn3""},{""requirements"":""umiesz myśleć produktowo,"",""requirements-class"":""tkzmjn3""},{""requirements"":""masz mocno rozwinięte umiejętności interpersonalne,"",""requirements-class"":""tkzmjn3""},{""requirements"":""posiadasz umiejętność współpracy z użytkownikiem biznesowym - umiejętności miękkie związane z szukaniem ścieżek porozumienia pomiędzy wymaganiami biznesowymi oraz architektonicznymi,"",""requirements-class"":""tkzmjn3""},{""requirements"":""masz doświadczenie w pracy z Enterprise Architect / Confluence /Jira."",""requirements-class"":""tkzmjn3""}]","","[{""technologies"":""BPMN"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""Enterprise Architect"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""Confluence"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""Jira"",""technologies-data-test"":""item-technologies-expected""}]","","","specjalista (Mid / Regular)","pełny etat",""
"1743534030-398","https://it.pracuj.pl/praca?its=ai-ml%2Cbig-data-science%2Cbusiness-analytics","","https://www.pracuj.pl/praca/data-scientist-automotive-python-pandas-spark-warszawa-pulawska-2,oferta,1003960749?s=8b66142b&searchId=MTc0MzUzMjc5NDczMi4wNzEz","Data Scientist Automotive - Python, Pandas, Spark","Big Data / Data Science","[{""responsibilites"":""Data Search: Utilize tools and languages such as SQL, Spark, Pandas/Python, and in-house tools to creatively search for relevant data."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Data Analysis: Conduct thorough analysis of data sets to extract meaningful statistics and insights."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Data Accuracy Estimation: Manually sample data to estimate its accuracy and develop automated processes for validation."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Data Visualization: Create clear and effective visualizations using charts, graphs, and dashboards."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Reporting: Prepare detailed reports and presentations to communicate data insights and findings to stakeholders."",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Collaboration: Work closely with customer teams in the US and China to understand their data requirements and provide analytical support."",""responsibilites-class"":""tkzmjn3""}]","","[{""requirements"":""4+ years of experience as a Data Scientist."",""requirements-class"":""tkzmjn3""},{""requirements"":""Proven experience in the automotive industry (documented projects or case studies)."",""requirements-class"":""tkzmjn3""},{""requirements"":""Senior-level proficiency in the following technologies: Python Pandas Spark SQL"",""requirements-class"":""tkzmjn3""},{""requirements"":""Strong analytical and problem-solving skills."",""requirements-class"":""tkzmjn3""},{""requirements"":""Effective communication skills to collaborate with international teams."",""requirements-class"":""tkzmjn3""},{""requirements"":""Ability to work independently and manage time efficiently"",""requirements-class"":""tkzmjn3""}]","","[{""technologies"":""Pandas"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""spark"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""pyspark"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""python"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""SQL"",""technologies-data-test"":""item-technologies-expected""}]","","120,00–140,00zł","specialist (Mid / Regular), senior specialist (Senior)","full-time",""
"1743534033-399","https://it.pracuj.pl/praca?its=ai-ml%2Cbig-data-science%2Cbusiness-analytics","","https://www.pracuj.pl/praca/data-engineer-fabric-l4-warszawa,oferta,1003960753?s=8b66142b&searchId=MTc0MzUzMjc5NDczMi4wNzEz","Data Engineer (Fabric L4)","Big Data / Data Science","[{""responsibilites"":""Design, develop, and implement data solutions using Power BI and Fabric"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Migrate Qlik applications from on-premise systems to a cloud-based solution"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Develop and optimize ETL pipelines to process and move large data sets"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Collaborate with cross-functional teams to understand data requirements and deliver high-quality data solutions"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Ensure the integrity, scalability, and security of data systems"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Work on data warehousing solutions to store and manage large volumes of data efficiently"",""responsibilites-class"":""tkzmjn3""},{""responsibilites"":""Troubleshoot and resolve data-related issues to ensure smooth operations"",""responsibilites-class"":""tkzmjn3""}]","","[{""requirements"":""Minimum of 8 years of commercial experience in data engineering"",""requirements-class"":""tkzmjn3""},{""requirements"":""At least 12 months of hands-on experience with Fabric"",""requirements-class"":""tkzmjn3""},{""requirements"":""Strong proficiency in Power BI and QlikView"",""requirements-class"":""tkzmjn3""},{""requirements"":""Extensive experience with SQL and Spark"",""requirements-class"":""tkzmjn3""},{""requirements"":""Expertise in ETL processes and data warehousing"",""requirements-class"":""tkzmjn3""},{""requirements"":""Strong analytical and problem-solving skills"",""requirements-class"":""tkzmjn3""},{""requirements"":""Excellent communication skills and ability to work in a remote team environment"",""requirements-class"":""tkzmjn3""}]","","[{""technologies"":""Microsoft Fabric"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""Microsoft Power BI"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""SQL"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""QlikView"",""technologies-data-test"":""item-technologies-expected""},{""technologies"":""Spark"",""technologies-data-test"":""item-technologies-expected""}]","","170,00–190,00zł","senior specialist (Senior), expert","full-time",""
